path	sentence	sentence_normalized	up_votes	down_votes	age	gender	accent	locale	segment_id	source_id	audio_id	start_time_sec	end_time_sec	duration_sec	audio_quality_score	text_quality_score	speaker_id	split
0wfqIJphIQ8/0wfqIJphIQ8_00012.wav	یوه طرف ته د اوبو یوه لویه چاټی شانتی یی ښیوه او خوا ته یی ناولی له لرګی د اوسپنی لوښی یی ښیوه کلمی چی ورته فکر شو، نو د یوه په پښو کی هم څه بوټ یا څپلی نه و، او نه ورته د خوښی ښکالی ده	یوه طرف ته د اوبو یوه لویه چاټی شانتی یی ښیوه او خوا ته یی ناولی له لرګی د اوسپنی لوښی یی ښیوه کلمی چی ورته فکر شو، نو د یوه په پښو کی هم څه بوټ یا څپلی نه و، او نه ورته د خوښی ښکالی ده	0	0				ps	0wfqIJphIQ8_00012	youtube_amin_sultani	0wfqIJphIQ8	109.27	127.27	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00013.wav	کله یی چی ما ته فکر شو، نو بوټونی رانویستل، کالی یی هم رانویستل، دلته ټولو زما بدن ته په عجبو نظرونو کتل شروع کړل	کله یی چی ما ته فکر شو، نو بوټونی رانویستل، کالی یی هم رانویستل، دلته ټولو زما بدن ته په عجبو نظرونو کتل شروع کړل	0	0				ps	0wfqIJphIQ8_00013	youtube_amin_sultani	0wfqIJphIQ8	127.27	136.855	9.585	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00014.wav	فکر می شو چی زما په بدن کی کله چی زموږ د بدماشی دور و، ما او نور ملګرومو په بدن د ځناورو شکلونه جوړ کړی و، هغوی ته یی کتل، هر یو به راته و، زما په بدن به یی لاس تیرا و، زما مالک چی د لالی ورور و، په یی شارو	فکر می شو چی زما په بدن کی کله چی زموږ د بدماشی دور و، ما او نور ملګرومو په بدن د ځناورو شکلونه جوړ کړی و، هغوی ته یی کتل، هر یو به راته و، زما په بدن به یی لاس تیرا و، زما مالک چی د لالی ورور و، په یی شارو	0	0				ps	0wfqIJphIQ8_00014	youtube_amin_sultani	0wfqIJphIQ8	136.855	154.855	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00015.wav	ده داڅی شکلونه ته جوړولی شی	ده داڅی شکلونه ته جوړولی شی	0	0				ps	0wfqIJphIQ8_00015	youtube_amin_sultani	0wfqIJphIQ8	154.855	157.925	3.07	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00016.wav	ما سر وړ ته د هوپو منعه وخورو، ومی پوهه وو چی که داسی رنګونه راته برابر کړی بیا یی په اشاره راته وکړه، چی خوا ته یی کینم او دا زما لپاره عزاز وو نور ټول لاندی په ځمکه ناسو او زه له د سره په څنګ کی	ما سر وړ ته د هوپو منعه وخورو، ومی پوهه وو چی که داسی رنګونه راته برابر کړی بیا یی په اشاره راته وکړه، چی خوا ته یی کینم او دا زما لپاره عزاز وو نور ټول لاندی په ځمکه ناسو او زه له د سره په څنګ کی	0	0				ps	0wfqIJphIQ8_00016	youtube_amin_sultani	0wfqIJphIQ8	157.925	173.93	16.005	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00017.wav	هغه نجلی چی له لالی سره په جنګ وه، هغه هم ناسته وه او زخمونه یی هماغسی وو د وینځلو تکلیف یی ونه کړ، یا به همداسی روک دی و کله چی وپوهیدم چی هغه د لالی سکه خور او زوری مال نومی ده، حیران شوم	هغه نجلی چی له لالی سره په جنګ وه، هغه هم ناسته وه او زخمونه یی هماغسی وو د وینځلو تکلیف یی ونه کړ، یا به همداسی روک دی و کله چی وپوهیدم چی هغه د لالی سکه خور او زوری مال نومی ده، حیران شوم	0	0				ps	0wfqIJphIQ8_00017	youtube_amin_sultani	0wfqIJphIQ8	173.93	191.93	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00018.wav	د یو سپین پوستی لپاره دوه خویندی د یو بل تګی دی	د یو سپین پوستی لپاره دوه خویندی د یو بل تګی دی	0	0				ps	0wfqIJphIQ8_00018	youtube_amin_sultani	0wfqIJphIQ8	191.93	195.764	3.834	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00019.wav	کله به چی لالی زما خوا ته راغله نو هغی ته به یی په فاتحانه نظر وکتل، له خپل مالک سره ناستوم او د خبرو اجازه یی راکړی و، ویلی چی دا د کولمبیا یوه علاقه ده او پینځه میله لری سمندر دی او ته به هره ورځ	کله به چی لالی زما خوا ته راغله نو هغی ته به یی په فاتحانه نظر وکتل، له خپل مالک سره ناستوم او د خبرو اجازه یی راکړی و، ویلی چی دا د کولمبیا یوه علاقه ده او پینځه میله لری سمندر دی او ته به هره ورځ	0	0				ps	0wfqIJphIQ8_00019	youtube_amin_sultani	0wfqIJphIQ8	195.764	213.764	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00020.wav	له لمرخه توڅخه مخکی له لالی سره ځی او غمی وره وپاسی	له لمرخه توڅخه مخکی له لالی سره ځی او غمی وره وپاسی	0	0				ps	0wfqIJphIQ8_00020	youtube_amin_sultani	0wfqIJphIQ8	213.764	218.378	4.614	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00021.wav	ما وپاوها وو چی زه لامبو وهلی شم، خو د سمندر تل ته په سانیولو سره غوپه نه شم وهلی ناڅاپه په غوسه شو او خپل خنجری راته پورته کړ، له ډیری ویری می سترګی پورته کړی	ما وپاوها وو چی زه لامبو وهلی شم، خو د سمندر تل ته په سانیولو سره غوپه نه شم وهلی ناڅاپه په غوسه شو او خپل خنجری راته پورته کړ، له ډیری ویری می سترګی پورته کړی	0	0				ps	0wfqIJphIQ8_00021	youtube_amin_sultani	0wfqIJphIQ8	218.378	232.433	14.055	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00022.wav	که تل می چی لاس یی بیرته چیټ کړ، ناستو کسانو ته یی وویل، که د د په سینه د زمری او د باز شکلونه نه وی، نه اوس به می له ژوند نه ازاد کړی وو	که تل می چی لاس یی بیرته چیټ کړ، ناستو کسانو ته یی وویل، که د د په سینه د زمری او د باز شکلونه نه وی، نه اوس به می له ژوند نه ازاد کړی وو	0	0				ps	0wfqIJphIQ8_00022	youtube_amin_sultani	0wfqIJphIQ8	232.433	242.078	9.645	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00023.wav	ما دسروزه روسی کی ورکړی او د هغوی په یقین سره راته ویلی دی چی په سمندر کی غوپه وهله شی،که د ده څه نویز ده، نو ور ویښی	ما دسروزه روسی کی ورکړی او د هغوی په یقین سره راته ویلی دی چی په سمندر کی غوپه وهله شی،که د ده څه نویز ده، نو ور ویښی	0	0				ps	0wfqIJphIQ8_00023	youtube_amin_sultani	0wfqIJphIQ8	242.078	251.988	9.91	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00024.wav	ما ته د د نه د خلاصون یوه طریقه راتله چی څه ورته ونه ویم او سر زوړند واچوم په دی وخت کی لالی وریځی راوړی او د پاسه غوښه هم پری و هیڅ نه پوهیږم چی د کوم زنه ور و	ما ته د د نه د خلاصون یوه طریقه راتله چی څه ورته ونه ویم او سر زوړند واچوم په دی وخت کی لالی وریځی راوړی او د پاسه غوښه هم پری و هیڅ نه پوهیږم چی د کوم زنه ور و	0	0				ps	0wfqIJphIQ8_00024	youtube_amin_sultani	0wfqIJphIQ8	251.988	266.224	14.236	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00025.wav	زما مالک چی د لالی ورور هم و، زاټو نومی ده یو لوښی یی د هغه او یوی زما مخطه کیږود، زاټو همداسی د ځناور پښان هملی پری ووهلی وروسته راته معلومه شوه چی په دی واښیانو کی د خرغوښه د خوښی خواړه دی	زما مالک چی د لالی ورور هم و، زاټو نومی ده یو لوښی یی د هغه او یوی زما مخطه کیږود، زاټو همداسی د ځناور پښان هملی پری ووهلی وروسته راته معلومه شوه چی په دی واښیانو کی د خرغوښه د خوښی خواړه دی	0	0				ps	0wfqIJphIQ8_00025	youtube_amin_sultani	0wfqIJphIQ8	266.224	284.224	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00026.wav	په غالب ګومان په هغه ورځ هم د خرغ وکوم	په غالب ګومان په هغه ورځ هم د خرغ وکوم	0	0				ps	0wfqIJphIQ8_00026	youtube_amin_sultani	0wfqIJphIQ8	284.224	288.306	4.082	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00027.wav	د ډوډی په سره ټول سرغګیدل او ماته به یی کتل، کیدی شی په ما یی کومه تبصیره کوله، له ډوډی وروسته زا ټول له جیب څخه یو سیګریټ راویز، لالی ته یی ورکړ هغی ماته ونیو، کتل می چی ټولو خپل سیګریټونه راویز تل او په لک ساعت کی	د ډوډی په سره ټول سرغګیدل او ماته به یی کتل، کیدی شی په ما یی کومه تبصیره کوله، له ډوډی وروسته زا ټول له جیب څخه یو سیګریټ راویز، لالی ته یی ورکړ هغی ماته ونیو، کتل می چی ټولو خپل سیګریټونه راویز تل او په لک ساعت کی	0	0				ps	0wfqIJphIQ8_00027	youtube_amin_sultani	0wfqIJphIQ8	288.306	306.306	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00028.wav	ده دی څپرګی له لوګیو څخه ډک شو، همدا لوګی تقریبا د زاټو په جګیدو پای ته ورسید، هر سړی چی وطه، نو زما په بدنی لاس تیراو، اخیره کی لالی او خوری پاتی شول، خوری لالی ته څه وویل او بیای زما په ملا او سینه چی دی	ده دی څپرګی له لوګیو څخه ډک شو، همدا لوګی تقریبا د زاټو په جګیدو پای ته ورسید، هر سړی چی وطه، نو زما په بدنی لاس تیراو، اخیره کی لالی او خوری پاتی شول، خوری لالی ته څه وویل او بیای زما په ملا او سینه چی دی	0	0				ps	0wfqIJphIQ8_00028	youtube_amin_sultani	0wfqIJphIQ8	306.306	324.306	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00029.wav	د ځناورو شکلونه پریروو لاسونه تیر کړل، نور لالی له لاسه ونیولم او له څپرګی نه یی را ویستم، هر طرف ته می نظره چاوو خو سمندر نه ښکاریده، خو د جنوب له لوری یخه هوا راتله، ومی ویل چی کی دای شی هم دی طرف ته وی	د ځناورو شکلونه پریروو لاسونه تیر کړل، نور لالی له لاسه ونیولم او له څپرګی نه یی را ویستم، هر طرف ته می نظره چاوو خو سمندر نه ښکاریده، خو د جنوب له لوری یخه هوا راتله، ومی ویل چی کی دای شی هم دی طرف ته وی	0	0				ps	0wfqIJphIQ8_00029	youtube_amin_sultani	0wfqIJphIQ8	324.306	342.306	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00030.wav	زا ټوځه نه ور نه پوهیږم چی کوم طرف ته لاړ او زه یی له لالی سره پریښ ودم	زا ټوځه نه ور نه پوهیږم چی کوم طرف ته لاړ او زه یی له لالی سره پریښ ودم	0	0				ps	0wfqIJphIQ8_00030	youtube_amin_sultani	0wfqIJphIQ8	342.306	348.542	6.236	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00031.wav	چا په ما غرض نه کو، بیا لالی یوی ځان ته او د ټولو لوی څپری ته پوتلم، کله چی ورننه وتم، نو په غولی په وښو سر بیره ښه ښای ستفرش هم پروتو، په دیوالو ټوپه کی توری غښی او کمانونه زړیدل	چا په ما غرض نه کو، بیا لالی یوی ځان ته او د ټولو لوی څپری ته پوتلم، کله چی ورننه وتم، نو په غولی په وښو سر بیره ښه ښای ستفرش هم پروتو، په دیوالو ټوپه کی توری غښی او کمانونه زړیدل	0	0				ps	0wfqIJphIQ8_00031	youtube_amin_sultani	0wfqIJphIQ8	348.542	366.542	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00032.wav	د ګړاندی د کشف کاسه پرته واو، یو ببر سر سړی چی په غاړی رنګ رنګ څو، لړه مری زړولی وی، په لاسو کی هم بنګډی شانتی پراته وو، زموږ په لیدو را ولاړ شو، او په خپله ژبه کی ویل د ګوجیره قوم جادوګر د یو سپین پوستی	د ګړاندی د کشف کاسه پرته واو، یو ببر سر سړی چی په غاړی رنګ رنګ څو، لړه مری زړولی وی، په لاسو کی هم بنګډی شانتی پراته وو، زموږ په لیدو را ولاړ شو، او په خپله ژبه کی ویل د ګوجیره قوم جادوګر د یو سپین پوستی	0	0				ps	0wfqIJphIQ8_00032	youtube_amin_sultani	0wfqIJphIQ8	366.542	384.542	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00033.wav	غلام هرکلی کوی لالی د غږ په اوریدو په سجده ورته څملسته	غلام هرکلی کوی لالی د غږ په اوریدو په سجده ورته څملسته	0	0				ps	0wfqIJphIQ8_00033	youtube_amin_sultani	0wfqIJphIQ8	384.542	390.273	5.731	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00034.wav	له ګروسته می کتل چی زه هم د لالی په شان په سجده ورته پروت یم	له ګروسته می کتل چی زه هم د لالی په شان په سجده ورته پروت یم	0	0				ps	0wfqIJphIQ8_00034	youtube_amin_sultani	0wfqIJphIQ8	390.273	394.731	4.458	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00035.wav	هغه لمهی کی ایدای شی تر مرګه می له یاده ونوځی، تر ښه ځنډه می کیفیت داسی وو چی هیڅ یقین می نراته، چی د انسان څیره دی دومره بد شکله او غیر فطری وی، په یقین سره وایم چی شیطان به هم تری خایسته وو، له سترګ وو بی	هغه لمهی کی ایدای شی تر مرګه می له یاده ونوځی، تر ښه ځنډه می کیفیت داسی وو چی هیڅ یقین می نراته، چی د انسان څیره دی دومره بد شکله او غیر فطری وی، په یقین سره وایم چی شیطان به هم تری خایسته وو، له سترګ وو بی	0	0				ps	0wfqIJphIQ8_00035	youtube_amin_sultani	0wfqIJphIQ8	394.731	412.731	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00036.wav	ته وایی شغلی وروی،داسی نظری یی وو چی هیڅ می ورته کتلی نه شو،په خپله وهښی ژبه یی نه پوهیږم،چی څه څه ویل خو زه نه پوهیدم یوازی هرکله یی په مات ګوډ فرانسوی ژبه وکړ،نه پوهیږم موږ همداسی دواړه ورته ټیټ وو،لالی خو د احترام لپاره	ته وایی شغلی وروی،داسی نظری یی وو چی هیڅ می ورته کتلی نه شو،په خپله وهښی ژبه یی نه پوهیږم،چی څه څه ویل خو زه نه پوهیدم یوازی هرکله یی په مات ګوډ فرانسوی ژبه وکړ،نه پوهیږم موږ همداسی دواړه ورته ټیټ وو،لالی خو د احترام لپاره	0	0				ps	0wfqIJphIQ8_00036	youtube_amin_sultani	0wfqIJphIQ8	412.731	430.731	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00037.wav	خواره ټیټه وه او زه د هغله شکل او نظر نویریدم	خواره ټیټه وه او زه د هغله شکل او نظر نویریدم	0	0				ps	0wfqIJphIQ8_00037	youtube_amin_sultani	0wfqIJphIQ8	430.731	434.18	3.449	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00038.wav	همداسی به یی کله زما او کله د لالی په سر لاس تیر کړ لږ وروسته لالی سر اوچیت کړ او سترګی پټی کړ او دواړه لاسونه یی ورته یو ځای کړ	همداسی به یی کله زما او کله د لالی په سر لاس تیر کړ لږ وروسته لالی سر اوچیت کړ او سترګی پټی کړ او دواړه لاسونه یی ورته یو ځای کړ	0	0				ps	0wfqIJphIQ8_00038	youtube_amin_sultani	0wfqIJphIQ8	434.18	445.478	11.298	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00039.wav	یو څه یی سره وویل کله کله به لالی زما په ورانه لاس کیږود	یو څه یی سره وویل کله کله به لالی زما په ورانه لاس کیږود	0	0				ps	0wfqIJphIQ8_00039	youtube_amin_sultani	0wfqIJphIQ8	445.478	450.348	4.87	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00040.wav	و پوهیدم چی زما په هکله څه سره وایی، جادوګر وچت شو او د شادی په وچه کوپړی کی اوبرا واخیستی او یو قسم نیلی رنګ بل شی وو چی هغی ورکټ کړ	و پوهیدم چی زما په هکله څه سره وایی، جادوګر وچت شو او د شادی په وچه کوپړی کی اوبرا واخیستی او یو قسم نیلی رنګ بل شی وو چی هغی ورکټ کړ	0	0				ps	0wfqIJphIQ8_00040	youtube_amin_sultani	0wfqIJphIQ8	450.348	463.096	12.748	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00041.wav	تر یو فوټه اندازی پوری به وو همداسی څه ویل پری شروع کړل، همداسی بیا له هغی نیلی شینه د هغه د رنګ په شان لګی پورته شول	تر یو فوټه اندازی پوری به وو همداسی څه ویل پری شروع کړل، همداسی بیا له هغی نیلی شینه د هغه د رنګ په شان لګی پورته شول	0	0				ps	0wfqIJphIQ8_00041	youtube_amin_sultani	0wfqIJphIQ8	463.096	473.388	10.292	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00042.wav	دا چی نننی ساینس ډیر پرمختګ کړی، خو ما چی هلته څه ولیدل که ساینس هر څومره نوره ترقی هم وکړی، نو هغه سیلاس تره وړنه به ونه کړی	دا چی نننی ساینس ډیر پرمختګ کړی، خو ما چی هلته څه ولیدل که ساینس هر څومره نوره ترقی هم وکړی، نو هغه سیلاس تره وړنه به ونه کړی	0	0				ps	0wfqIJphIQ8_00042	youtube_amin_sultani	0wfqIJphIQ8	473.388	482.847	9.459	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00043.wav	نیلی لوګی همداسی ټول څمندر ونی و، له دوی سره ما هم د شادی سرته کتل، چی ناڅا په یو وړوکی ماشوم چی خپله ګوتی په خوله کی نیولی و، لکه د فلم د پردی په شان پکی راښکاره شو	نیلی لوګی همداسی ټول څمندر ونی و، له دوی سره ما هم د شادی سرته کتل، چی ناڅا په یو وړوکی ماشوم چی خپله ګوتی په خوله کی نیولی و، لکه د فلم د پردی په شان پکی راښکاره شو	0	0				ps	0wfqIJphIQ8_00043	youtube_amin_sultani	0wfqIJphIQ8	482.847	496.119	13.272	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00044.wav	لږ وروسته یی هم دغه سپین پوسته یی هلک لوی ښکاره شی او له دو نورو واړو سره	لږ وروسته یی هم دغه سپین پوسته یی هلک لوی ښکاره شی او له دو نورو واړو سره	0	0				ps	0wfqIJphIQ8_00044	youtube_amin_sultani	0wfqIJphIQ8	496.119	502.77	6.651	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00045.wav	په وړو کی کور کی په مسته یختوی، هایران ورته پاتی وم کوم کور چی هغه ماشوم مستی کوله ومی پیژانده	په وړو کی کور کی په مسته یختوی، هایران ورته پاتی وم کوم کور چی هغه ماشوم مستی کوله ومی پیژانده	0	0				ps	0wfqIJphIQ8_00045	youtube_amin_sultani	0wfqIJphIQ8	502.77	511.941	9.171	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00046.wav	هغه زما خپل کورو او دا نور ماشومان می رور او خورو، همدغه هلک د ځوانی وخته ورسیږی او د بدماشانو په ډله کی رښکاره شی، همداسی بیا په ما باز کی بیا می خپل ځان په فرج ګیانا کی لیده، څه به موسر خوږه ومه اخیر تر دی	هغه زما خپل کورو او دا نور ماشومان می رور او خورو، همدغه هلک د ځوانی وخته ورسیږی او د بدماشانو په ډله کی رښکاره شی، همداسی بیا په ما باز کی بیا می خپل ځان په فرج ګیانا کی لیده، څه به موسر خوږه ومه اخیر تر دی	0	0				ps	0wfqIJphIQ8_00046	youtube_amin_sultani	0wfqIJphIQ8	511.941	529.941	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00047.wav	دیځایه چی موږ پکی ناستو، د ژوند هره لمحه یی د فلم په شان راته وښوده	دیځایه چی موږ پکی ناستو، د ژوند هره لمحه یی د فلم په شان راته وښوده	0	0				ps	0wfqIJphIQ8_00047	youtube_amin_sultani	0wfqIJphIQ8	529.941	535.276	5.335	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00048.wav	کله می چی دا هر څه ولیدل، نو زوړ جادوګر هر څه ټول کړل	کله می چی دا هر څه ولیدل، نو زوړ جادوګر هر څه ټول کړل	0	0				ps	0wfqIJphIQ8_00048	youtube_amin_sultani	0wfqIJphIQ8	535.276	539.55	4.274	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00049.wav	په خپل ځایی کیښوله او راته موسکی شو، په اشارو یی اوپوهولم چی نور څلیدل غواړی، له ډیری حیرانی نامی هیڅ هم نه شوی ویلی د په منو جزیره کی زوسال په موږ جادو کړی و، هغه هم د کمالونه له همدغو واشی قبیلو زده کړی و	په خپل ځایی کیښوله او راته موسکی شو، په اشارو یی اوپوهولم چی نور څلیدل غواړی، له ډیری حیرانی نامی هیڅ هم نه شوی ویلی د په منو جزیره کی زوسال په موږ جادو کړی و، هغه هم د کمالونه له همدغو واشی قبیلو زده کړی و	0	0				ps	0wfqIJphIQ8_00049	youtube_amin_sultani	0wfqIJphIQ8	539.55	557.55	18.0	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00050.wav	خو دا جادوګر د زوسال پلار وخود	خو دا جادوګر د زوسال پلار وخود	0	0				ps	0wfqIJphIQ8_00050	youtube_amin_sultani	0wfqIJphIQ8	558.033	561.644	3.611	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00051.wav	د ژوند هر تیر شوی اړخی بیاره ته ښکاره کړ	د ژوند هر تیر شوی اړخی بیاره ته ښکاره کړ	0	0				ps	0wfqIJphIQ8_00051	youtube_amin_sultani	0wfqIJphIQ8	561.644	566.185	4.541	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00052.wav	د کوژی رقه بیلی په منځ کی می اوله ورځ او شپه په حیرت تیر شول، ومی ویل څه چی د خدای خوښه وی، هغه به کیږی	د کوژی رقه بیلی په منځ کی می اوله ورځ او شپه په حیرت تیر شول، ومی ویل څه چی د خدای خوښه وی، هغه به کیږی	0	0				ps	0wfqIJphIQ8_00052	youtube_amin_sultani	0wfqIJphIQ8	566.185	574.738	8.553	100.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00053.wav	زه هیڅ هم نه شم کولی، باید د یو وفادار غلام په شان هر حکم یوه منم سهار چی کله لمر نو را خطلی یوه بله تماشا میولی ده د څپرو نه ټول خلک راوتلی وو او د شرق په طرف منتظر وو	زه هیڅ هم نه شم کولی، باید د یو وفادار غلام په شان هر حکم یوه منم سهار چی کله لمر نو را خطلی یوه بله تماشا میولی ده د څپرو نه ټول خلک راوتلی وو او د شرق په طرف منتظر وو	0	0				ps	0wfqIJphIQ8_00053	youtube_amin_sultani	0wfqIJphIQ8	574.738	590.909	16.171	100.0	0.0		
